Long,Lat,Site_Name,Cal.BC,Cal.BC.SD,Sample,Site_Type,Period_Author,Sub_Region,Country,Uncalibrated,SD,Domestics_Associated,Vida,Material,Type _c14,Quantity,Species,Database,Database_2,Reference,Comments,Period,Phase,Ceramic_Style,X26,X27,residuals
29.35,48.57,Mit’kov ostrov,6234,125,Ki  6695,NA,Bug-Dniester,NW Pontic-forest steppe,NA,7375,60,NA,NA,Animal bone,NA,NA,NA,14sea,NA,Kotova 2009  169 Table 6;,NA,NA,NA,NA,Lower layer,NA,-42091231701.057076
11.6,45.46,Molino Casarotto,5356,306,Birm 176,NA,Neolithikum,Vicenza  Veneto,Italy,6470,150,NA,NA,wood,NA,NA,n/a,RADON,NA,NA,NA,NA,n/a,NA,NA,NA,-2513003.3810627093
11.6,45.46,Molino Casarotto,4426,102,R 746a,NA,first dwelling area; Early/Finale-Quinzano phase of Sq.Mouth.Pott.,Vicenza  Veneto,Italy,5570,50,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-19151514302482.56
-3.82055,42.31792,Molino de Arriba,5054,96,KIA 41450,NA,Neolitico,Buniel,Iberia,6120,30,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Tesis Inigo,NA,Neolitico,antiguo,Epicardial,NA,NA,-536321.8390980222
1.17269695,41.37648553,Molins de la Vila,4502,127,UBAR 727,poblado sin fortificar,Neolitico,Montblanc,Iberia,5630,60,NA,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Martin et al. (en prensa),NA,Neolitico,antiguo,Epicardial,NA,NA,-35146594018.791214
12.0971,46.428333,Mondeval de Sora,6264,114,OxA 7468,NA,NA,NA,Italy,7425,55,NA,NA,collagen,-19.5,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,1011.7906608565518
5.221158,44.174456,MONT VENTOUX 4,5569,56,Ly 3145,n/a,n/a,NA,France,6625,40,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-187319.85984229605
6.4167,46.6333,Mont-La-Ville  Mollend,4885,350,CRG 580,NA,Early Neolithic,NA,Italy,5980,175,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-67178744706.95298
2.65,42.48,Montbolo,5326,349,Gif 1709,n/a,Montbolo,NA,France,6450,170,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-212723.2015025061
-7.46667,37.46667,Monte de Clarines,5163,186,TO 706,n/a,Mesolithikum,NA,Iberia,6260,80,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-283358.44513859286
14.64,41.57,Monte Maulo,5470,146,OxA 651,NA,NA,Campobasso  Molise,Italy,6540,80,NA,NA,cow radius,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-127053.17152523404
7.52622,45.07155,Monte Rocca  Rivoli,4524,298,Birm 104,NA,Early Neolithic,Verona  Veneto,Italy,5670,130,NA,NA,collagen  animal bone,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-44170510147066.09
5.38,44.67,Montmour an Diois Antonnaire,4444,282,Ly 4080,n/a,Nordisches Spatneolithikum,NA,France,5570,130,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,SN II,NA,NA,NA,-48144089073848.12
0.2636,42.08154,Moro de Olvena,5447,259,GrN 12119,cueva,Neolitico,?,Iberia,6550,130,Yes,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Baldellou y Utrilla 1995,NA,Neolitico,antiguo,Epicardial,NA,NA,-1371.5384395862975
5.637477,43.636657,Mourre de la Barque,5241,137,ETH 26417,NA,Cardial,NA,France,6305,55,NA,NA,caramel,NA,NA,NA,Willigen 2009,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-81291308.98408034
-2.498307,34.966502,Mtlili 5,5031,108,KIA 31002,NA,Neolithic,NA,Maghreb,6110,35,NA,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Linstadter et al. 2012,NA,Neolitico,antiguo,NA,NA,NA,-660734.6289610339
35.55,32.6,Munhata,8580,1184,M 1793,NA,Neo.,NA,Israel Palestine,9160,500,NA,NA,charcoal,NA,NA,charcoal or soil?,NA,NA,Crane and Griffin 1970,---,NA,NA,NA,NA,NA,-23962749.605598576
10.4167,44.1333,Muraccio,5134,197,R 427,NA,Early Neolithic,NA,Italy,6210,80,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-314459599.9207693
38.1,36.08,Mureybet,9686,270,P 1215,NA,PPNA,NA,Syria,10006,96,NA,NA,charcoal,NA,NA,---,NA,NA,"van Loon 1968, Stuckenrath and Lawn 1969, Cauvin, J. 1977, Schyle 1996","Schyle 1996: Inventare mit El Khiam-Spitzen, Konf. ?; Banadora: pre-traitement à la soude (NaOH)",NA,NA,NA,NA,NA,40.874999742100044
34.23,38.35,Musular,7492,259,GrN 24924,NA,Aceramic,NA,Turkey,8420,110,NA,NA,bone,NA,NA,collagen,NA,NA,"ozba_aran 2000, Thissen 2002a",---,NA,NA,NA,NA,NA,-18592176941320.375
36.36,34.1,Nachcharini,8180,640,I 9768,NA,PPNA,NA,Lebanon,8980,275,NA,NA,charcoal,NA,NA,---,NA,NA,Schroeder 1977,---,NA,NA,NA,NA,NA,-190170950159.08008
36.92,31.77,Naja,6308,187,OxA 375,NA,PPN,NA,Jordan,7430,100,NA,NA,charcoal,NA,NA,---,NA,NA,"Gowlett et al. 1986, Gowlett and Hedges 1987, Gopher and Gophna 1993, Housley 1994",---,NA,NA,NA,NA,NA,-4254748811062846e10
16.519896,42.765837,Nakovana,5906,86,OxA 18120,NA,Impressed A,NA,NA,7050,37,NA,NA,Charcoal,NA,NA,Juniperus,NA,NA,Forenbaher et al. – Dating the East Adriatic Neolithic,NA,NA,NA,NA,NA,NA,-180.534005667786
10.254548,45.562275,Nave Molino,5347,182,GX 24945,NA,Neolithic,NA,Italy,6440,90,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Facchinetti 2012,NA,NA,NA,NA,NA,NA,-9583220.730562747
22.3,40.6,Nea Nikomedeia,7065,329,Q  655,NA,EN,Northern Aegean,Greece,8180,150,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Godwin & Willis  1962: 69; Pyke & Yiouni  1996: 195; Perlès 2001  tab. 6.1;,NA,NA,NA,NA,First building period,"Area LXI, grid D5/4, lowest layer near original soil, 1961 season",40894.80009308631
35.38,31.98,Netiv Hagdud,9794,720,RT 502C,NA,PPNA,NA,Israel Palestine,10180,300,NA,NA,charcoal,NA,NA,---,NA,NA,"Goldberg 1981, Goring-Morris 1987, Goring-Morris 1991, Kuijt and Bar-Yosef 1994, Schyle 1996","Schyle 1996: Inventare mit El Khiam-Spitzen, Konf. ?",NA,NA,NA,NA,NA,21337.386531856617
38.65,37.58,Nevali Cori,9471,661,Hd 16784 768,NA,EPPNB,NA,Turkey,9882,224,NA,NA,charcoal,NA,NA,---,NA,NA,"Kromer 1995, Schmidt 1996a, Hauptmann 1999c, Thissen 2002a",Thissen 2003: levels II-V(?),NA,NA,NA,NA,NA,-1174.3785003565572
34.58,31.72,Nizzanim,5736,154,Hv 8509,NA,PN,NA,Israel Palestine,6790,90,NA,NA,bone,NA,NA,---,NA,NA,Yeivin and Olami 1979,"Banadora: Neolithique avec ceramique (cf. Givat ha Parsa, Herzliya, Ziqim), FST Nitzanim",NA,NA,NA,NA,NA,-828747863634049e12
-0.77092,38.38857,Novelda C.U.,5350,77,Beta 227572,poblado sin fortificar,Neolitico,Novelda,Iberia,6390,40,Yes,Long,Carbon,AMS,Singular,Quercus sp.,NA,Bergin 2016,Garcia Atienzar 2006 RECERQUES,NA,Neolitico,antiguo,Epicardial,NA,NA,-3857.724649996163
-3.65822,40.41854,O'Donnell,4792,110,Beta 206546,coluvion,Neolitico,Madrid,Iberia,5910,40,Yes,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Diaz del Rio et al 2011,NA,Neolitico,indeterminado,NA,NA,NA,-44988418.87076743
18.1,44.18,Obre,6136,137,UCLA 1605.I,NA,Starcevo,NA,Bosnia-Herzegovina,7240,60,NA,NA,bone,NA,NA,NA,Pinhasi et al 2005,NA,NA,NA,NA,NA,NA,NA,NA,31.806969546767505
24.050423,45.879024,Ocna Sibiului,5984,139,GrN  28110,NA,Pre-Cris,Mures-Tisza,NA,7120,60,NA,NA,Bos sp.  radius dx,NA,NA,NA,14sea,NA,Biagi et al. 2005: 46f.;,NA,NA,NA,NA,VIII,NA,-3666609.3095227205
19.83,45.2,Odmut,5898,188,SI 2217,NA,Neolithic,NA,Montenegro,6985,100,NA,NA,NA,Conventional,NA,NA,NA,NA,Forenbaher & Miracle 2005,NA,NA,NA,NA,NA,NA,-29168.687813113436
23.729298,43.374337,Ohoden-Valoga,5746,87,KN  5655,NA,Proto-Starcevo,Lower Danube West,NA,6830,45,NA,NA,Charred plants,NA,NA,NA,14sea,NA,Ganetsovski 2009: 8  11–2; Ganetsovski 2011: 65;,For the site of Ohoden a higher age was expected  that would cover the ‘Monochrome horizon’ around 6000 cal BC,NA,NA,NA,Monochrome level (Proto-Starcevo II),Structure 1„premier niveau culturel“,-172276087.7211114
30.57,37.07,okuzini,9022,151,HD 14364/13887,NA,---,NA,Turkey,9650,50,NA,NA,charcoal,NA,NA,---,NA,NA,"Albrecht et al. 1992, Otte et al. 1995, Thissen 2002a",---,NA,NA,NA,NA,NA,3239298439.231793
-7.809035,40.901682,Orca do Picoto do Vasco 1,3933,113,GrN 22443,NA,Neolithic,Viseu,Iberia,5140,40,NA,NA,charcoal,NA,NA,NA,c14_meso_dbase,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-407163023726863.1
23.95985,41.062881,Orfeas Alistratis,6505,54,DEM  1999,NA,EN,Northern Aegean,NA,7640,30,NA,NA,Nd,NA,NA,NA,14sea,NA,Maniatis  2014: 207; Maniatis 2011  fig. 11;,NA,NA,NA,NA,Nd,Nd,-435.081278165454
17.59776,40.491153,Oria Sant'Anna / Santa Anna III,5733,153,R 322,NA,Early Neolithic,Oria,Italy,6780,90,NA,NA,NA,NA,NA,NA,Florentino,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-13281.883945208274
10.23127,45.204048,Ostiano,5004,257,Bin 2795,NA,Neolithic,Dugali Alti,Italy,6090,100,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,Biagi et al. 2003,NA,NA,pit III,NA,NA,NA,-3374514175.0186663
22.543341,44.679375,Ostrovul Banului,6415,207,Bln  1079,NA,NA,Lower Danube West,NA,7565,100,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Boronean_ 2000: 203; Boric 2011  App. 1;,NA,NA,NA,NA,III,"S IV, hearth 2",-636.9188268818289
22.712225,44.514362,Ostrovul Corbului,6649,224,Bln  2135,NA,NA,Lower Danube West,NA,7710,80,NA,NA,Charcoal,NA,NA,NA,14sea,NA,P_unescu 1996: 179; Dinu et al. 2007: Tab. 2; Boric 2011  App. 1;,From same sample as Bln-2135a. See R_combined result,NA,NA,NA,I,"Section XII, quadrant 5c–4c, _4.20–4.38 m",51.4199185078769
22.35,39.66666667,Otzaki,5974,183,H  905/3284,NA,EN/MN,Western Aegean,NA,7100,90,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Milojcic 1978  557; Kromer  pers. comm. 2002  2004;,BP estimated from graph,NA,NA,NA,Upper level  Cardium phase,"Area III, _4.70–5.15m",-966555.4232557624
26.65,43.18333333,Ovcarovo-gorata (Ruec),5800,95,Poz  18480,NA,NA,Ludogorie-Yantra,NA,6900,40,NA,NA,Animal bone (Bos),NA,NA,NA,14sea,NA,Marinova & Kraus 2014: 189–90 Tab. 2; Kraus 2014: 282–3;,NA,NA,NA,NA,4,Big pit in the east,-2295794009.4346137
26.66666667,43.16666667,Ovcarovo-platoto,5424,118,Bln  1356,NA,EN,Ludogorie-Yantra,NA,6480,60,NA,NA,Charcoal,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 129;,NA,NA,NA,NA,I,Pit,-1444353012030.436
-0.93666,42.38671,Paco Pons,4968,140,GrA 19295,cueva,Neolitico,Biel,Iberia,6045,45,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Montes et al. 2000,NA,Neolitico,antiguo,Epicardial,NA,NA,-2453486.2635699534
22.5,44.66666667,Padina,6052,188,AA  57770,NA,EN,Lower Danube West,NA,7158,85,NA,NA,Human skull,NA,NA,NA,14sea,NA,Boric & Price 2013: SI Table 1;,FRE-corrected date as per Boric & Miracle 2004: 346,NA,NA,NA,NA,"Burial 5, Sector I",-314251.087512451
-8.81392,37.0859,Padrao,5823,119,ICEN 873,poblado sin fortificar,Neolitico,Rasposeira,Iberia,6920,70,Yes,Short,Malacofauna,Convencional,Aggregate,Tapes,6570,Bergin 2016,Zilhao 2000,original date calibrated based on resevoir effect,Neolitico,antiguo,Cardial,NA,NA,91.63317674749214
-8.91667,37.08333,Padrão 3,5496,126,ICEN 873,settlement,Neolithikum,NA,Iberia,6540,70,NA,NA,shell,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-1619.7825265564898
15.404107,41.35377,Palata I,5506,79,LTL 5187A,NA,Early Neolithic,NA,Italy,6576,45,NA,NA,NA,NA,NA,NA,Florentino,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-94877.38204771517
22.506614,40.510494,Paliambela,6546,78,DEM  2459,NA,EN I,Northern Aegean,NA,7689,46,NA,NA,Nd,NA,NA,NA,14sea,NA,Maniatis  2014: 207f;,NA,NA,NA,NA,EN,nd,-18.684768539532342
1.23182,41.87201,Parco,5292,444,CSIC 280,cueva,Neolitico,Alos de Balaguer,Iberia,6450,230,Yes,Short,Hueso,Convencional,Aggregate,NA,NA,Bergin 2016,Petit  1996; Fullola et al  1998,NA,Neolitico,antiguo,Cardial,NA,NA,-53714.07517743211
2.84,43.45,Pardailhan  grotte Tournie,4790,248,MC 797,n/a,Cardial,NA,France,5900,100,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,-2635160961.3842607
33.11,34.74,Parekklisha-Shillourokambos,8655,244,Ly 290,NA,Cypro-EPPNB,NA,Cyprus,9310,80,NA,NA,n.d.,NA,NA,---,NA,NA,"Peltenburg et al. 2000, Peltenburg et al. 2001, Guilaine 2003",(OxA),NA,NA,NA,NA,NA,-115.18074509303733
21.135072,45.629673,Par_a 2,5782,120,GrN  28460,NA,NA,Mures-Tisza,NA,6860,60,NA,NA,Cervus elaphus   metatarsal,NA,NA,NA,14sea,NA,Biagi et al. 2005: 46f.;,NA,NA,NA,NA,Cris IIIA,"Pit house 1, trench II, square 5–7,_380 cm",-2860359.1271564113
5.46,44.98,Pas de la Charmate,6275,219,Ly 4379,n/a,n/a,NA,France,7430,120,NA,NA,charcoal,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,253.25657361769663
5.49,45.19,Pas de Lechelle,5829,117,Ly 7094,n/a,n/a,NA,France,6940,65,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-3035.7305518560815
-1.75129,42.79451,Paternanbidea,5010,120,GrA 13673,NA,Neolitico,ibero,Iberia,6090,40,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Utrilla et al. 2009,NA,Neolitico,antiguo,Epicardial,NA,NA,-979709.1776349546
28.59,48.81,Pechera,6198,112,Ki  6693,NA,Bug-Dniester,NW Pontic-forest steppe,NA,7305,50,NA,NA,Animal bone,NA,NA,NA,14sea,NA,Telegin et al. 2003  460; Kotova 2009  169 Table 6;,NA,NA,NA,NA,Lower layer,NA,-1838148776.2117944
-9.19,38.88,Pedreira de Salemas,4935,281,ICEN 351,NA,Neolitico,NA,NA,6020,120,NA,Short,Hueso,Convencional,Singular,Humano,NA,Bergin 2016,Zilhao 2001,NA,Neolitico,indeterminado,NA,NA,NA,-26135157.11149557
3.369627,43.339612,Peiro Signado / Peyrosignado,5765,115,Ly 8400,settlement,Ligurien,PORTIRAGNES,France,6840,55,NA,Long,Carbon,NA,NA,NA,Shennan 2000 (online),Bergin 2016,Zilhao 2001,TP2003 Impresa antigua ligur,Neolitico,antiguo,NA,NA,NA,-325.0980692373287
-8.35731,39.57146,Pena d’Agua,5688,118,Wk 9214,cueva,Neolitico,Torres Novas,Iberia,6775,60,Yes,Long,Carbon,AMS,Singular,Olea,NA,Bergin 2016,Zilhao 2001,NA,Neolitico,antiguo,Cardial,NA,NA,1.5558682745358965
-2.51469,42.61429,Pena Larga,5614,72,Beta 242783,cueva,Neolitico,Cripan,Iberia,6720,40,Yes,Short,Hueso,AMS,Singular,Ovis,NA,Bergin 2016,Fernandez Eraso 2012 SAGUNTUM EXTRA 12,NA,Neolitico,antiguo,ImpresaCardial,NA,NA,24.5470076093643
7.5,43.82,Pendimoun  Le castellar,5706,100,Ly 1713,rockshelter/cave,Cardial,NA,France,6790,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Impresso,NA,NA,NA,-79030.97685602492
15.895939,37.950064,Penitenzeria,5357,78,Beta 181784,NA,NA,NA,Italy,6410,40,NA,NA,NA,NA,NA,NA,Tine  Robb 2009,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-1629553.7824082181
20.75179,45.1384,Perlez-Batka ‘c’,6030,111,OxA  8605,NA,NA,Mures-Tisza,NA,7145,50,NA,NA,Human tibia,NA,NA,NA,14sea,NA,NA,NA,NA,NA,NA,NA,"Trench 2/1975, grave 1",-19270.282367645286
2.86,43.31,PETITE GROTTE DE BIZE,4418,183,Ly 5942,n/a,n/a,NA,France,5580,75,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-1538407327879.2468
4.741893,44.280796,Petites Ba_ties (Les),5238,135,Beta 103862,NA,Cardial,NA,France,6290,50,NA,NA,charcoal,NA,NA,NA,Manen & Sabatier 2003 56,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-27161146.11828232
11.300883,43.078857,Petriolo III South,6442,121,OxA 1363,NA,n/a,NA,Italy,7610,60,NA,NA,charcoal,NA,NA,n/a,RADON,NA,Radiocarbon Dates from the Oxford Ams System Archaeometry Datelist 8. Archaeometry 30 / 2,NA,NA,n/a,NA,NA,NA,10387.038459086232
10.41526162,44.13416796,Pian di Cerreto,5614,147,R 548,NA,Early Neolithic,Lucca,Italy,6680,80,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-88282.22254663923
16.25,38.82,Piana di Curingia,5822,112,P 2946,NA,Cardial,Catanzaro  Calabria,Italy,6930,60,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005  Shennan 2000 (online),Bergin 2016,R. Skeates and R. Whitehouse,Cardial and Stentinello Impressed Ware,NA,NA,NA,NA,NA,-718.8078861046233
13.0847,45.7867,Piancada,5668,199,R 2705,NA,Early Neolithic,NA,Italy,6751,108,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-4561.879894262684
13.7667,37.1833,Piano Vento,5074,222,A 4474,NA,Impressed Ware,Agrigento Sicily,Italy,6130,90,NA,NA,charcoal,NA,NA,NA,Pinhasi et al 2005 Manen & Sabatier 2003 2,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-98041678.99195535
-9.1,38.43333,Picoto,4910,327,ICEN 736,n/a,Neolithikum,NA,Iberia,6000,150,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,NA,NA,NA,NA,NA,NA,NA,-38705171.224820465
4.37,43.84,PIERRE SEMARD,4801,110,Ly 2299,n/a,n/a,NA,France,5920,40,NA,NA,collagen  bone,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,n/a,NA,NA,NA,-26219384977.437588
8.989938,42.626273,Pietra (La),5291,259,Gif 7368,NA,Cardial tyrrhe_nien,Corsica,France,6430,130,NA,NA,NA,NA,NA,NA,Manen & Sabatier 2003 31,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-61219470.95077482
26.122789,44.061947,Pietrele,5267,79,MAMS  14565,NA,Dudesti-Boian,Lower Danube East,NA,6290,28,NA,NA,Grains (wheat),NA,NA,NA,14sea,NA,Hansen et al. 2012;,NA,NA,NA,NA,Flat area,P11/L/305,-7042384392153.171
33.03,37.48,Pinarbasi Site A,8596,238,OxA 5500,NA,Aceramic,NA,Turkey,9290,80,NA,NA,charcoal,NA,NA,---,NA,NA,"Watkins 1996, Thissen 2002a",---,NA,NA,NA,NA,NA,-240.45508821799012
8.69668,45.770388,Pizzo di Bodio,5242,176,B 5090,NA,Neolithic /square mouthed,Varese  Lombardia,Italy,6320,80,NA,NA,NA,NA,NA,NA,Skeates 2003,Bergin 2016,NA,NA,NA,NA,NA,NA,NA,-163580797.24166292
2.08309,41.62108,Pla de la Bruguera,4427,250,UBAR 249,NA,Neolitico,Castellar del Vallès,Iberia,5600,110,NA,Short,Hueso,NA,NA,NA,NA,Bergin 2016,Base de datos Telearcheology,NA,Neolitico,medio,NA,NA,NA,-415670515173.9411
2.31224427,41.64661079,Pla del Serrador,4663,101,Poz 10422,poblado sin fortificar,Neolitico,Franquesses del Valles,Iberia,5810,40,NA,Long,Carbon,NA,NA,NA,NA,Bergin 2016,Martin et al. (2010),NA,Neolitico,antiguo,Epicardial,NA,NA,-10367516640.095194
2.17357,41.3866,PlaCa de la Vila de Madrid,5414,67,Beta 18271,NA,Neolitico,Barcelona,Iberia,6440,40,Yes,Short,Hueso,AMS,Singular,Humano,NA,Bergin 2016,Pou et al. 2010,NA,Neolitico,antiguo,Cardial,NA,NA,-23451.554318294257
2.74318,42.274,Plansallosa,5102,152,Beta 74311,poblado sin fortificar,Neolitico,Tortellà,Iberia,6180,60,Yes,Long,Carbon,AMS,Singular,NA,NA,Bergin 2016,Bosch et al 1998 MONOGRAFIA,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-11148735.99375867
22.11666667,39.6,Platia Magoula Zarkou,5857,86,DEM  150  160,NA,MN,Western Aegean,NA,6963,43,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Gallis 1990  214; Gallis 1996  540 Fig. 3;,NA,NA,NA,NA,nd,_8.66 m,-4964549.976119601
26.50805556,45.48138889,Poduri-Dealul Ghindaru (Bac_u),4802,323,Bln  2803,NA,Precucuteni III,NW Pontic-forest steppe,NA,5880,150,NA,NA,Grains,NA,NA,NA,14sea,NA,Bem 2000–2001  Tab. 1;,NA,NA,NA,NA,NA,NA,-40909609114658016
26.48,47.56,Poiana Slatinei,5956,74,Poz  8149,NA,Meso/Neo,NW Pontic-forest steppe,NA,7100,40,NA,NA,Nd,NA,NA,NA,14sea,NA,Weller & Dumitroai 2005  fig. 6;,NA,NA,NA,NA,Nd,Sounding S1.02,-111348644.14635652
16.068646,43.803768,Pokrovnik,5968,50,PSU5293/UCIAMS116205,NA,Neolithic,NA,Croatia,7090,25,NA,NA,bone,AMS,NA,bos taurus,NA,NA,McClure et al. 2014,NA,NA,NA,NA,NA,NA,-2.9244431287434054
26.58333333,43.21666667,Poljanica,5335,139,Bln  1496,NA,ECh  Karanovo V-VI,Ludogorie-Yantra,NA,6396,60,NA,NA,Charcoal and earth,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 145: date “obviously wrong”;,Too old for ECh period,NA,NA,NA,Hor. 7,"Depth 2.35 m, hearth 71/2",-5467399045429.104
26.58333333,43.2,Poljanica-platoto,6360,166,Bln  1571,NA,EN,Ludogorie-Yantra,NA,7535,80,NA,NA,Organic-tempered sherds,NA,NA,NA,14sea,NA,GOrsdorf & Bojadziev 1996: 121-2;,NA,NA,NA,NA,I,"Qu. 49, 0.40 m depth",-142113.4490802162
8.9309,44.4078,Pollera 24,5872,196,MC 756,Cave,Ligurien,Savona  Liguria,Italy,6950,100,NA,Long,Carbon,NA,NA,NA,Manen & Sabatier 2003 34 Pinhasi 2005,Bergin 2016,Binder 2003,TP2003 Impresa antigua ligur,Neolitico,antiguo,NA,NA,NA,-3125.25542372025
3.350045,43.294749,Pont de Roque-Haute,5765,129,Ly 7607,poblado sin fortificar,Neolitico,Portiragnes,France,6850,65,NA,Long,Carbon,Convencional,Aggregate,No especificada,NA,Bergin 2016,Guilaine et al. (2007): Pont de Roque-haute. Nouveaux regards sur la neolithisation de la France Mediterraneenne,NA,Neolitico,antiguo,NA,NA,NA,-313.3606848966947
3.08333,45.7833,Pontcharaud,5952,125,Ly 7625,n/a,Cardial,NA,France,7095,50,NA,NA,n/a,NA,NA,NA,RADON,NA,Manning  K.; Timpson  A.; Colledge  S.; Crema  E.; Shennan  S. (2015)  The Cultural Evolution of Neolithic Europe. EUROEVOL Dataset.,NA,NA,Epicardial,NA,NA,NA,69.12048636913187
10.0162,44.8399,Ponte Ghiara,4700,107,LTL 4572a,NA,Neolithic,NA,Italy,5842,40,NA,NA,NA,NA,NA,NA,NA,Bergin 2016,Facchinetti 2012,NA,NA,NA,NA,NA,NA,-715237921889.6921
0.21666,41.19624,Pontet,5300,157,GrN 14241,cueva,Neolitico,Maella,Iberia,6370,70,No,Long,Carbon,Convencional,Aggregate,NA,NA,Bergin 2016,Mazo y Montes 1992 ARAGON LITORAL,NA,Neolitico,antiguo,CardialEpicardial,NA,NA,-16662.898954549477
21.667,40.336,Pontokomi-Vrissi,6120,60,DEM  1156,NA,nn,Northern Aegean,NA,7247,23,NA,NA,Charcoal,NA,NA,NA,14sea,NA,Karamitrou-Mentessidi 2014  244.;,mm,NA,NA,NA,Nd,"Sector A, tr. N, sq. 90, #12, 2.55 m depth",-25458.134040988276
21.36666667,40.93333333,Porodin,6140,124,KN  I.596,NA,NA,Central Balkans South,NA,7240,55,NA,NA,Burnt cereals,NA,NA,NA,14sea,NA,Gimbutas 1991: 441 Tab. 2;,From same sample as H-1486/987. See R-combined result,NA,NA,NA,Nd,Nd,-10125.475702117881
6.396823,43.003504,Port Cros,5112,125,Ly 1601,NA,Neolithic,Hyeres,France,6190,50,NA,Long,charcoal,NA,NA,NA,NA,Bergin 2016,banadora,NA,NA,1 1142,NA,NA,NA,-1387033543.813404
